indicator_id,actor_id,indicator_type,indicator_value,source_id,observed_at,indicator_detail,match_target,confidence,status,evidence_id
INFRA_000108,ACT_0039,infrastructure_overlap,infra-host-0108.synthetic,SRC_004794,2026-08-30T00:00:00Z,Direct infrastructure overlap between infra-host-0108.synthetic and known INFRA_CLUSTER_18 nodes.,INFRA_CLUSTER_18,0.67,retired,EVD_000108
INFRA_000109,,dns_relationship,infra-host-0109.synthetic,SRC_002848,2026-06-04T00:56:31Z,DNS relationship links infra-host-0109.synthetic to other nodes in INFRA_CLUSTER_33.,INFRA_CLUSTER_33,0.07,active,EVD_000109
INFRA_000110,,service_banner,banner-synth-caddy-11,SRC_005083,2026-08-09T00:00:00Z,Service banner text for banner-synth-caddy-11 closely matches banner text used elsewhere in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.29,stale,EVD_000110
INFRA_000111,ACT_0054,dns_relationship,infra-host-0111.synthetic,SRC_002198,2026-08-21T00:00:00Z,DNS relationship links infra-host-0111.synthetic to other nodes in INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.17,active,EVD_000111
INFRA_000112,,service_banner,banner-synth-caddy-13,SRC_001486,2026-08-22T00:00:00Z,Service banner text for banner-synth-caddy-13 closely matches banner text used elsewhere in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.1,active,EVD_000112
INFRA_000113,ACT_0012,dns_relationship,infra-host-0113.synthetic,SRC_004460,2025-09-11T18:21:03Z,DNS relationship links infra-host-0113.synthetic to other nodes in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.58,active,EVD_000113
INFRA_000114,,domain,demo-node-0114.synthetic,SRC_002045,2026-08-16T00:00:00Z,Synthetic domain demo-node-0114.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.39,stale,EVD_000114
INFRA_000115,ACT_0057,hosting_fingerprint,infra-host-0115.synthetic,SRC_002824,2024-08-07T18:40:31Z,Hosting fingerprint for infra-host-0115.synthetic consistent with other INFRA_CLUSTER_12 infrastructure.,INFRA_CLUSTER_12,0.31,active,EVD_000115
INFRA_000116,ACT_0016,descriptor_inconsistency,infra-host-0116.synthetic,SRC_000759,2025-07-15T13:12:42Z,Descriptor metadata for infra-host-0116.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_02.,INFRA_CLUSTER_02,0.45,active,EVD_000116
INFRA_000117,,tls_certificate,cert-synth-0117,SRC_003068,2026-02-14T15:43:16Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_07.,INFRA_CLUSTER_07,0.11,retired,EVD_000117
INFRA_000118,ACT_0030,service_banner,banner-synth-nginx-19,SRC_003922,2026-08-25T00:00:00Z,Service banner text for banner-synth-nginx-19 closely matches banner text used elsewhere in INFRA_CLUSTER_30.,INFRA_CLUSTER_30,0.41,retired,EVD_000118
INFRA_000119,ACT_0013,clearnet_association,infra-host-0119.synthetic,SRC_001212,2025-03-10T20:28:06Z,"Clearnet mirror association found for infra-host-0119.synthetic, weak confidence link to INFRA_CLUSTER_05.",INFRA_CLUSTER_05,0.42,stale,EVD_000119
INFRA_000120,ACT_0037,server_status_exposure,infra-host-0120.synthetic,SRC_002675,2025-07-01T18:08:11Z,"Simulated status endpoint exposure detected on infra-host-0120.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_33,0.5,stale,EVD_000120
INFRA_000121,,descriptor_inconsistency,infra-host-0121.synthetic,SRC_005154,2025-11-06T00:56:31Z,Descriptor metadata for infra-host-0121.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_29.,INFRA_CLUSTER_29,0.34,stale,EVD_000121
INFRA_000122,ACT_0025,service_banner,banner-synth-nginx-23,SRC_004492,2025-12-26T04:42:59Z,Service banner text for banner-synth-nginx-23 closely matches banner text used elsewhere in INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.32,stale,EVD_000122
INFRA_000123,,domain,demo-node-0123.synthetic,SRC_003082,2026-08-26T00:00:00Z,Synthetic domain demo-node-0123.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.62,active,EVD_000123
INFRA_000124,ACT_0022,clearnet_association,infra-host-0124.synthetic,SRC_001229,2026-03-31T11:28:43Z,"Clearnet mirror association found for infra-host-0124.synthetic, weak confidence link to INFRA_CLUSTER_06.",INFRA_CLUSTER_06,0.32,active,EVD_000124
INFRA_000125,ACT_0010,tls_certificate,cert-synth-0125,SRC_005247,2026-01-23T13:12:42Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.14,retired,EVD_000125
INFRA_000126,ACT_0025,server_status_exposure,infra-host-0126.synthetic,SRC_000153,2026-08-28T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-0126.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_36,0.54,active,EVD_000126
INFRA_000127,ACT_0035,certificate_metadata,infra-host-0127.synthetic,SRC_002978,2026-04-01T07:17:31Z,Certificate issuance pattern for infra-host-0127.synthetic aligns with INFRA_CLUSTER_15 timeline.,INFRA_CLUSTER_15,0.52,unverified,EVD_000127
INFRA_000128,ACT_0007,server_banner,banner-synth-nginx-29,SRC_000417,2024-09-07T08:56:39Z,Server banner fingerprint 'banner-synth-nginx-29' matches prior observations in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.26,stale,EVD_000128
INFRA_000129,ACT_0021,infrastructure_overlap,infra-host-0129.synthetic,SRC_003680,2026-08-05T01:19:15Z,Direct infrastructure overlap between infra-host-0129.synthetic and known INFRA_CLUSTER_22 nodes.,INFRA_CLUSTER_22,0.21,retired,EVD_000129
INFRA_000130,,clearnet_association,infra-host-0130.synthetic,SRC_005572,2026-06-07T18:21:03Z,"Clearnet mirror association found for infra-host-0130.synthetic, weak confidence link to INFRA_CLUSTER_40.",INFRA_CLUSTER_40,0.29,stale,EVD_000130
INFRA_000131,ACT_0002,infrastructure_overlap,infra-host-0131.synthetic,SRC_002520,2025-10-04T02:17:28Z,Direct infrastructure overlap between infra-host-0131.synthetic and known INFRA_CLUSTER_12 nodes.,INFRA_CLUSTER_12,0.25,active,EVD_000131
INFRA_000132,ACT_0051,hosting_fingerprint,infra-host-0132.synthetic,SRC_005402,2026-08-17T00:00:00Z,Hosting fingerprint for infra-host-0132.synthetic consistent with other INFRA_CLUSTER_20 infrastructure.,INFRA_CLUSTER_20,0.11,stale,EVD_000132
INFRA_000133,ACT_0042,descriptor_inconsistency,infra-host-0133.synthetic,SRC_002173,2025-01-30T10:20:14Z,Descriptor metadata for infra-host-0133.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.5,active,EVD_000133
INFRA_000134,ACT_0002,domain,demo-node-0134.synthetic,SRC_005206,2026-08-30T00:00:00Z,Synthetic domain demo-node-0134.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.42,retired,EVD_000134
INFRA_000135,ACT_0026,descriptor_inconsistency,infra-host-0135.synthetic,SRC_004183,2026-08-04T00:00:00Z,Descriptor metadata for infra-host-0135.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.28,unverified,EVD_000135
INFRA_000136,ACT_0026,hosting_fingerprint,infra-host-0136.synthetic,SRC_005703,2025-10-14T21:47:44Z,Hosting fingerprint for infra-host-0136.synthetic consistent with other INFRA_CLUSTER_10 infrastructure.,INFRA_CLUSTER_10,0.55,stale,EVD_000136
INFRA_000137,ACT_0030,dns_relationship,infra-host-0137.synthetic,SRC_002094,2026-08-15T00:00:00Z,DNS relationship links infra-host-0137.synthetic to other nodes in INFRA_CLUSTER_30.,INFRA_CLUSTER_30,0.34,active,EVD_000137
INFRA_000138,ACT_0004,tls_certificate,cert-synth-0138,SRC_002759,2026-08-05T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.35,stale,EVD_000138
INFRA_000139,ACT_0015,infrastructure_overlap,infra-host-0139.synthetic,SRC_005814,2026-08-28T00:00:00Z,Direct infrastructure overlap between infra-host-0139.synthetic and known INFRA_CLUSTER_04 nodes.,INFRA_CLUSTER_04,0.16,retired,EVD_000139
INFRA_000140,,server_status_exposure,infra-host-0140.synthetic,SRC_001263,2026-01-26T08:12:20Z,"Simulated status endpoint exposure detected on infra-host-0140.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_26,0.2,retired,EVD_000140
INFRA_000141,ACT_0011,infrastructure_overlap,infra-host-0141.synthetic,SRC_001368,2026-08-03T00:00:00Z,Direct infrastructure overlap between infra-host-0141.synthetic and known INFRA_CLUSTER_03 nodes.,INFRA_CLUSTER_03,0.46,active,EVD_000141
INFRA_000142,ACT_0027,server_status_exposure,infra-host-0142.synthetic,SRC_002173,2024-12-03T21:47:44Z,"Simulated status endpoint exposure detected on infra-host-0142.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_31,0.41,active,EVD_000142
INFRA_000143,ACT_0034,descriptor_inconsistency,infra-host-0143.synthetic,SRC_000407,2026-08-07T00:00:00Z,Descriptor metadata for infra-host-0143.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.56,active,EVD_000143
INFRA_000144,ACT_0044,hosting_fingerprint,infra-host-0144.synthetic,SRC_000650,2026-08-26T00:00:00Z,Hosting fingerprint for infra-host-0144.synthetic consistent with other INFRA_CLUSTER_05 infrastructure.,INFRA_CLUSTER_05,0.41,unverified,EVD_000144
INFRA_000145,ACT_0039,service_banner,banner-synth-nginx-46,SRC_000893,2026-08-27T00:00:00Z,Service banner text for banner-synth-nginx-46 closely matches banner text used elsewhere in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.41,unverified,EVD_000145
INFRA_000146,ACT_0048,server_banner,banner-synth-nginx-47,SRC_003348,2026-08-21T00:00:00Z,Server banner fingerprint 'banner-synth-nginx-47' matches prior observations in INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.27,stale,EVD_000146
INFRA_000147,ACT_0050,server_banner,banner-synth-nginx-48,SRC_002682,2026-08-18T00:00:00Z,Server banner fingerprint 'banner-synth-nginx-48' matches prior observations in INFRA_CLUSTER_25.,INFRA_CLUSTER_25,0.31,stale,EVD_000147
INFRA_000148,,server_status_exposure,infra-host-0148.synthetic,SRC_005278,2026-05-03T04:42:59Z,"Simulated status endpoint exposure detected on infra-host-0148.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_38,0.31,active,EVD_000148
INFRA_000149,ACT_0054,domain,demo-node-0149.synthetic,SRC_002783,2025-10-22T19:15:51Z,Synthetic domain demo-node-0149.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.38,stale,EVD_000149
INFRA_000150,ACT_0058,certificate_metadata,infra-host-0150.synthetic,SRC_004950,2026-02-23T21:22:52Z,Certificate issuance pattern for infra-host-0150.synthetic aligns with INFRA_CLUSTER_21 timeline.,INFRA_CLUSTER_21,0.15,active,EVD_000150
INFRA_000151,ACT_0060,hosting_fingerprint,infra-host-0151.synthetic,SRC_005133,2026-09-01T00:00:00Z,Hosting fingerprint for infra-host-0151.synthetic consistent with other INFRA_CLUSTER_19 infrastructure.,INFRA_CLUSTER_19,0.1,active,EVD_000151
INFRA_000152,ACT_0058,infrastructure_overlap,infra-host-0152.synthetic,SRC_004452,2026-07-01T01:12:14Z,Direct infrastructure overlap between infra-host-0152.synthetic and known INFRA_CLUSTER_21 nodes.,INFRA_CLUSTER_21,0.59,active,EVD_000152
INFRA_000153,,service_banner,banner-synth-apache-54,SRC_003015,2026-08-06T00:00:00Z,Service banner text for banner-synth-apache-54 closely matches banner text used elsewhere in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.26,retired,EVD_000153
INFRA_000154,,hosting_fingerprint,infra-host-0154.synthetic,SRC_003021,2026-08-21T18:08:11Z,Hosting fingerprint for infra-host-0154.synthetic consistent with other INFRA_CLUSTER_25 infrastructure.,INFRA_CLUSTER_25,0.23,unverified,EVD_000154
INFRA_000155,ACT_0023,server_banner,banner-synth-caddy-56,SRC_005075,2026-08-26T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-56' matches prior observations in INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.6,retired,EVD_000155
INFRA_000156,,certificate_metadata,infra-host-0156.synthetic,SRC_002411,2025-09-09T01:12:14Z,Certificate issuance pattern for infra-host-0156.synthetic aligns with INFRA_CLUSTER_39 timeline.,INFRA_CLUSTER_39,0.76,retired,EVD_000156
INFRA_000157,ACT_0009,domain,demo-node-0157.synthetic,SRC_001218,2026-08-31T00:00:00Z,Synthetic domain demo-node-0157.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.27,stale,EVD_000157
INFRA_000158,ACT_0042,certificate_metadata,infra-host-0158.synthetic,SRC_002375,2025-05-26T19:31:51Z,Certificate issuance pattern for infra-host-0158.synthetic aligns with INFRA_CLUSTER_39 timeline.,INFRA_CLUSTER_39,0.78,stale,EVD_000158
INFRA_000159,,clearnet_association,infra-host-0159.synthetic,SRC_002034,2026-08-08T00:00:00Z,"Clearnet mirror association found for infra-host-0159.synthetic, weak confidence link to INFRA_CLUSTER_22.",INFRA_CLUSTER_22,0.42,stale,EVD_000159
INFRA_000160,ACT_0019,service_banner,banner-synth-caddy-61,SRC_002124,2026-04-02T04:42:59Z,Service banner text for banner-synth-caddy-61 closely matches banner text used elsewhere in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.66,stale,EVD_000160
INFRA_000161,ACT_0049,certificate_metadata,infra-host-0161.synthetic,SRC_003711,2026-08-31T00:00:00Z,Certificate issuance pattern for infra-host-0161.synthetic aligns with INFRA_CLUSTER_12 timeline.,INFRA_CLUSTER_12,0.67,active,EVD_000161
INFRA_000162,ACT_0025,server_status_exposure,infra-host-0162.synthetic,SRC_000052,2025-04-20T19:36:25Z,"Simulated status endpoint exposure detected on infra-host-0162.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_36,0.25,retired,EVD_000162
INFRA_000163,,domain,demo-node-0163.synthetic,SRC_001892,2026-08-21T00:00:00Z,Synthetic domain demo-node-0163.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_33.,INFRA_CLUSTER_33,0.09,unverified,EVD_000163
INFRA_000164,ACT_0026,server_banner,banner-synth-apache-65,SRC_004104,2025-10-23T21:36:22Z,Server banner fingerprint 'banner-synth-apache-65' matches prior observations in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.51,active,EVD_000164
INFRA_000165,ACT_0017,server_banner,banner-synth-nginx-66,SRC_005510,2026-03-29T08:12:20Z,Server banner fingerprint 'banner-synth-nginx-66' matches prior observations in INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.29,unverified,EVD_000165
INFRA_000166,ACT_0048,infrastructure_overlap,infra-host-0166.synthetic,SRC_002803,2026-08-28T00:00:00Z,Direct infrastructure overlap between infra-host-0166.synthetic and known INFRA_CLUSTER_26 nodes.,INFRA_CLUSTER_26,0.25,unverified,EVD_000166
INFRA_000167,,server_status_exposure,infra-host-0167.synthetic,SRC_004455,2026-07-04T12:12:24Z,"Simulated status endpoint exposure detected on infra-host-0167.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_08,0.44,stale,EVD_000167
INFRA_000168,ACT_0031,descriptor_inconsistency,infra-host-0168.synthetic,SRC_001822,2026-08-29T07:17:31Z,Descriptor metadata for infra-host-0168.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_35.,INFRA_CLUSTER_35,0.33,active,EVD_000168
INFRA_000169,ACT_0007,server_status_exposure,infra-host-0169.synthetic,SRC_002834,2025-10-31T21:22:52Z,"Simulated status endpoint exposure detected on infra-host-0169.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_34,0.44,unverified,EVD_000169
INFRA_000170,,server_status_exposure,infra-host-0170.synthetic,SRC_001736,2025-12-05T10:13:36Z,"Simulated status endpoint exposure detected on infra-host-0170.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_20,0.36,stale,EVD_000170
INFRA_000171,ACT_0011,infrastructure_overlap,infra-host-0171.synthetic,SRC_005167,2026-08-21T00:00:00Z,Direct infrastructure overlap between infra-host-0171.synthetic and known INFRA_CLUSTER_03 nodes.,INFRA_CLUSTER_03,0.51,stale,EVD_000171
INFRA_000172,ACT_0008,dns_relationship,infra-host-0172.synthetic,SRC_004074,2026-08-15T00:00:00Z,DNS relationship links infra-host-0172.synthetic to other nodes in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.54,active,EVD_000172
INFRA_000173,ACT_0027,hosting_fingerprint,infra-host-0173.synthetic,SRC_004054,2026-08-23T00:00:00Z,Hosting fingerprint for infra-host-0173.synthetic consistent with other INFRA_CLUSTER_31 infrastructure.,INFRA_CLUSTER_31,0.68,unverified,EVD_000173
INFRA_000174,ACT_0031,hosting_fingerprint,infra-host-0174.synthetic,SRC_000117,2026-05-08T10:13:36Z,Hosting fingerprint for infra-host-0174.synthetic consistent with other INFRA_CLUSTER_35 infrastructure.,INFRA_CLUSTER_35,0.69,stale,EVD_000174
INFRA_000175,ACT_0045,dns_relationship,infra-host-0175.synthetic,SRC_002222,2026-08-05T00:00:00Z,DNS relationship links infra-host-0175.synthetic to other nodes in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.57,retired,EVD_000175
INFRA_000176,,descriptor_inconsistency,infra-host-0176.synthetic,SRC_000063,2026-08-22T00:00:00Z,Descriptor metadata for infra-host-0176.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.69,retired,EVD_000176
INFRA_000177,ACT_0015,server_banner,banner-synth-caddy-78,SRC_004514,2026-03-01T12:12:24Z,Server banner fingerprint 'banner-synth-caddy-78' matches prior observations in INFRA_CLUSTER_04.,INFRA_CLUSTER_04,0.36,active,EVD_000177
INFRA_000178,ACT_0002,hosting_fingerprint,infra-host-0178.synthetic,SRC_001754,2026-08-03T00:00:00Z,Hosting fingerprint for infra-host-0178.synthetic consistent with other INFRA_CLUSTER_12 infrastructure.,INFRA_CLUSTER_12,0.05,active,EVD_000178
INFRA_000179,ACT_0028,clearnet_association,infra-host-0179.synthetic,SRC_001059,2024-08-13T21:36:22Z,"Clearnet mirror association found for infra-host-0179.synthetic, weak confidence link to INFRA_CLUSTER_30.",INFRA_CLUSTER_30,0.08,stale,EVD_000179
INFRA_000180,ACT_0060,server_banner,banner-synth-caddy-81,SRC_000079,2026-01-17T19:15:51Z,Server banner fingerprint 'banner-synth-caddy-81' matches prior observations in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.32,stale,EVD_000180
INFRA_000181,ACT_0033,certificate_metadata,infra-host-0181.synthetic,SRC_004305,2026-08-30T00:00:00Z,Certificate issuance pattern for infra-host-0181.synthetic aligns with INFRA_CLUSTER_08 timeline.,INFRA_CLUSTER_08,0.5,retired,EVD_000181
INFRA_000182,ACT_0045,tls_certificate,cert-synth-0182,SRC_001856,2026-04-19T01:20:48Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.37,active,EVD_000182
INFRA_000183,ACT_0037,clearnet_association,infra-host-0183.synthetic,SRC_001354,2026-08-04T00:00:00Z,"Clearnet mirror association found for infra-host-0183.synthetic, weak confidence link to INFRA_CLUSTER_33.",INFRA_CLUSTER_33,0.12,stale,EVD_000183
INFRA_000184,ACT_0045,service_banner,banner-synth-apache-85,SRC_005684,2026-02-25T04:37:32Z,Service banner text for banner-synth-apache-85 closely matches banner text used elsewhere in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.06,stale,EVD_000184
INFRA_000185,,infrastructure_overlap,infra-host-0185.synthetic,SRC_000327,2026-08-10T00:00:00Z,Direct infrastructure overlap between infra-host-0185.synthetic and known INFRA_CLUSTER_29 nodes.,INFRA_CLUSTER_29,0.32,stale,EVD_000185
INFRA_000186,ACT_0047,service_banner,banner-synth-nginx-87,SRC_001698,2025-08-05T22:06:12Z,Service banner text for banner-synth-nginx-87 closely matches banner text used elsewhere in INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.4,unverified,EVD_000186
INFRA_000187,ACT_0041,hosting_fingerprint,infra-host-0187.synthetic,SRC_001304,2026-01-09T01:12:14Z,Hosting fingerprint for infra-host-0187.synthetic consistent with other INFRA_CLUSTER_07 infrastructure.,INFRA_CLUSTER_07,0.24,active,EVD_000187
